message,label
get ur st ringtone free reply msg tone gr top tone phone every week £ per wk opt send stop,1
serious like proper tongued,0
tell happen dont behave like ok need say,0
hello good week fancy drink something later,0
nite,0
guy get used dumb realize,0
jay want work first hows sound,0
pls dont forget study,0
im fine hope also,0
tried contact offer new video phone anytime network min half price rental camcorder call reply delivery wed,1
alright set text man,0
dunno juz askin co got card got salon called hair sense tot da one ü cut ur hair,0
u want meet morro,0
seems unnecessarily hostile,0
keng rocking ash,0
pure hearted person wonderful smile make even hisher enemy feel guilty enemy catch world smile goodmorning amp smiley sunday,0
freemsg hi baby wow got new cam moby wan na c hot pic fancy chatim win utxt rply chat hlp msgp rcv,1
hope arnt pissed id would really like see tomorrow love xxxxxxxxxxxxxx,0
specially selected receive award call line close cost ppm tc apply ag promo,1
ok arm feeling weak cuz got shot go another time,0
spend day waiting ideal path appear front u forget path made walking waiting goodnight,0
nah im goin wrks j wot bout u,0
sorry light turned green meant another friend wanted ltgt worth may around,0
well done costa del sol holiday £ await collection call toclaim sae tc pobox stockport skxh cost£pm maxmins,1
hi dahow today class,0
thanks love torch bold,0
like v shock leh co telling shuhui like telling leona also like dat almost know liao got ask abt ur reaction lor,0
sorry mate phone didnt write love kate,0
good afternoon sexy bun go job search wake first thought always love wish fine happy know adore,0
im reaching another stop,0
g say never answer text confirmdeny,0
raviyog peripheral bhayandar east,0
dear know ltgt th ltgt th birthday loving gopalettan planning give small gift day like participate welcome please contact admin team detail,0
juz go google n search qet,0
mm entirely sure understood text hey ho weekend,0
yo come carlos soon,0
dont kick coco he,0
neft transaction reference number ltgt r ltdecimalgt credited beneficiary account ltgt lttimegt ltgt,0
wen ur lovable bcums angry wid u dnt take seriously coz angry childish n true way showing deep affection care n luv kettoda manda nice day da,0
sm auction brand new nokia auction today auction free join take part txt nokia,1
hey go jazz power yoga hip hop kb yogasana,0
money wining number wot next,1
funny fact nobody teach volcano erupt tsunami arise hurricane sway aroundn teach hw choose wife natural disaster happens,0
yar lor actually quite fast co da ge slow wat haha,0
u want come backa beautiful necklace token heart youthats give wife likingbe seeno one give thatdont call mei wait till come,0
captain vijaykanth comedy captain tvhe drunken,0
send ur birthdate month year tel u ur life partner name method calculation reply must,0
almost see u sec,0
deam seeing online shop asked,0
im sure still available though,0
nd time tried contact u u pound prize claim easy call p per min btnationalrate,1
leave de start prepare next,0
england v macedonia dont miss goalsteam news txt ur national team eg england trywales scotland txtú poboxoxwwq,1
get home,0
love set soul fire spark flame big rawring flame xoxo,0
im still looking car buy gone driving test yet,0
u secret admirer looking make contact ufind rreveal think ur specialcall,1
hey look like wrong one kappa guy number still phone want text see he around,0
hey mate hows u honeydid u ave good holiday gimmi de gossx,0
message free welcome new improved sex dogging club unsubscribe service reply stop msgsp,1
get free mobile video player free movie collect text go free extra film ordered t c apply yr,1
kgive back thanks,0
shes find sent offline message know anjolas,0
cinema plus drink appeal tomo fr thriller director like mac,0
got xmas radio time get,0
call plz number show coveragd area urgnt call vasai amp reach clock call plz,0
good trip watch remember get back must decide easter,0
nope im going home go pump petrol lor like going rain soon,0
call ltgt min thats ok,0
thanx yup coming back sun finish dinner going back hotel time fly tog exactly mth today hope well haf many mths come,0
glad see reply,0
po de need job aha,0
engalnd telly decided wont let watch mia elliot kissing damn,0
ü b going esplanade fr home,0
sleeping nt feeling well,0
carlos taking sweet time usual let know patty donewant smoke ill tell haul as,0
friendship game play word say doesnt start march end may tomorrow yesterday today e,0
u call,0
u,0
management puzzeles,0
dear got ltgt dollar hi hi,0
born god said oh another idiot born god said oh competition knew one day two become freinds forever,0
oh charge camera,0
haf u eaten wat time u wan come,0
lov line hurt truth dont mindi wil toleratbcs ur someone never comfort lie gud ni sweet dream,0
kkwhen going,0
k ill take care,0
course make stink,0
chance win free bluetooth headset simply reply back adp,1
sm service inclusive text credit pls goto wwwcomuknet login qxj unsubscribe stop extra charge help comuk cm ae,1
screaming mean shouting,0
meet corporation st outside gap … see mind working,0
take care sleep wellyou need learn change lifeyou need get convinced thati wait conversation usget convinced timeyour family many sensesrespect overemphasiseor u role life,0
mile smile r made frm letter u know difference smile ur face keep happy even though mile away u keep smiling good nyt,0
mobile month u r entitled update latest colour mobile camera free call mobile update co free,1
msg r time passthey silently say thinking u right also making u think least moment gd ntswt drms shesil,0
come online today night,0
oh thkin goin yogasana den nd go den rush parco nb okie lor u call ready,0
okay shining meant signing sound better,0
japanese proverb one u none itu must indian version one let none itleave finally kerala version one stop none make strike,0
u made appointment,0
freeday sexy st george day pic jordantxt pic dont miss every wk saucy celeb pic c pocketbabecouk £wk,1
freemsg claim ur sm messagestext ok nowuse webmobile ur mate etc join txtcom pwk tc box lawu remove txtx stop,1
kallis dismissial nd test,0
time coming,0
ok ive sent u da latest version da project,0
dont know bring food,0
let math good,0
prasanth ettans mother passed away last night pray family,0
hmmbad newshype park plaza studio takenonly left bedrm,0
place want da,0
nobut heard abt tat,0
back brum thanks putting u keeping u happy see soon,0
hi missed call mumhas beendropping red wine theplace adress,0
yo sorry shower sup,0
yep like pink furniture tho,0
urgent call landline complementary tenerife holiday £ cash await collection sae tc po box wa px ppm sender hol offer,1
come around ltdecimalgt pm vikkyim otside nw il come tht time,0
many day since,0
well leave class babe never came back hope nice sleep love,0
im da intro cover energy trend n pro n con brief description nuclear fusion n oso brief history iter n jet got abt n half page,0
holy living christ taking long,0
whenre guy getting back g said thinking staying mcr,0
watching tv got new job,0
guaranteed £ cash £ prize claim yr prize call customer service representative ampm cost p,1
private account statement show unredeemed point call identifier code expires,1
naughty little thought better flirt flirt n flirt rather loving someone n gettin hurt hurt n hurt gud nyt,0
actually deleted old websitenow blogging magicalsongsblogspotcom,0
full heat pa applyed oil pa,0
winner u specially selected receive £ holiday flight inc speak live operator claim pmin,1
mum hope great day hoping text meet well full life great day abiola,0
wake ltgt morning,0
urgent urgent free flight europe give away call b th sept take friend free call claim bannfwflyppm,1
say bold torch later one torch bold,0
hello news job making wait fifth week yeah im woozles weasel exeter still home,0
yo guy ever figure much need alcohol jay trying figure much safely spend weed,0
im used hope agent dont drop since ive booked thing year whole boston nyc experiment,0
first gained ltgt kg since took second done blood sugar test ok blood pressure within normal limit worry,0
ok come n pick u engin,0
thats love hear v see sundayish,0
ur hmv quiz cashbalance currently £ maximize ur cashin send hmv pmsg,1
yo game almost want go walmart soon,0
hot live fantasy call p per min ntt ltd po box croydon cr wb national rate call,1
nan sonathaya soladha bos,0
sing hu think also important find someone female know place well preferably citizen also smart help navigate even thing like choosing phone plan require guidance doubt ask especially girl,0
