preprocessed_message,label
indians poor but india is not poor country says one of the swiss bank directors he says that ltgt lac crore of indian money is deposited in swiss banks which can be used for taxless budget for ltgt yrs can give ltgt crore jobs to all indians from any village to delhi lane roads forever free power suply to more than ltgt social projects every citizen can get monthly ltgt for ltgt yrs no need of world bank amp imf loan think how our money is blocked by rich politicians we have full rights against corrupt politicians itna forward karo ki pura india padhegm,0
1st wk free gr8 tones str8 you each wk txt nokia on to 8007 for classic nokia tones or hit on to 8007 for polys nokia150p poly200p 16,1
he is womdarfull actor,0
they do not put that stuff on the roads to keep it from getting slippery over there,0
it has everything to do with the weather keep extra warm its cold but nothing serious pls lots of vitamin,0
urgent your mobile no was awarded £2000 bonus caller prize on 10803 this is our 2nd attempt to contact you call 08714719523 box95qu bt national rate,1
sorry am getting up now feel really bad totally rejected that kind of me thing,0
are you staying in town,0
how is you are paper,0
not yet chikkuk then wat about tht guy did he stopped irritating or msging to you,0
bring it if you got it,0
did you catch the bus are you frying an egg did you make tea are you eating your moms left over dinner do you feel my love,0
wish you many many returns of the day happy birthday vikky,0
think the other two still need to get cash but we can def be ready by,0
aight have been set free think you could text me blakes address it occurs to me am not quite as sure what am doing as thought was,0
talk sexy make new friends or fall in love in the worlds most discreet text dating service just text vip to 83110 and see who you could meet,1
kkhow much does it cost,0
hey mate how is you honeydid you ave good holiday gimmi de gossx,0
you are sweet as well princess please tell me your likes and dislikes in bed,0
shall bring us bottle of wine to keep us amused only joking i‘ll bring one anyway,0
at the latest gs still there if you can scrounge up some ammo and want to give the new ak try,0
please tell me not all of my car keys are in your purse,0
cheers lou yeah was goodnite shame you neva came ya gailxx,0
customer place will call you,0
fffff can you text kadeem or are you too far gone,0
my sis is catching show in afternoon so am not watching her so you wan watch today or tomorrow lor,0
si think he is waste for rr,0
great so what attracts you to the brothas,0
thanks for your ringtone order reference number x29 your mobile will be charged 450 should your tone not arrive please call customer services 09065989180,1
ok feel like john lennon,0
rightio 1148 it is then well are not we all up bright and early this morning,0
guess that is why you re worried you must know that there is way the body repairs itself and am quite sure you should not worry we will take it slow first the tests they will guide when your ovulation is then just relax nothing you have said is reason to worry but ill keep on followin you up,0
do not forget though that love you and walk beside you watching over you and keeping your heart warm,0
mm have some kanji do not eat anything heavy ok,0
sorry completely forgot will pop them round this week if your still here,0
my sort code is and acc no is the bank is natwest can you reply to confirm have sent this to the right person,0
spook up your mob with halloween collection of logo pic message plus free eerie tone txt card spook to 8007 zed 08701417012150p per logopic,1
just glad to be talking to you,0
you have new message please call 08712400200,1
nothing just getting msgs by dis name wit different nos,0
hi my engagement has been fixd on ltgt th of next month know its really shocking bthmm njan vilikkamt ws al of sudn,0
want to go to perumbavoor,0
when was born god said oh no another idiot when you were born god said oh no competition who knew one day these two will become freinds forever,0
waaaat lololo ok next time then,0
or maybe my fat fingers just press all these buttons and it does not know what to do,0
life alle moneeppolum oru pole allalo,0
haiyoh maybe your hamster was jealous of million,0
allo we have braved the buses and taken on the trains and triumphed mean we‘re in b‘ham have jolly good rest of week,0
enjoy the jamster videosound gold club with your credits for new videosounds2 logosmusicnews get more fun from jamstercouk 16only help call 09701213186,1
haha awesome be there in minute,0
wat so late still early mah or we juz go dinner lor aiya do not know,0
urgent your mobile number has been awarded ukp2000 prize guaranteed call 09061790125 from landline claim 3030 valid 12hrs only 150ppm,1
free message get gnarls barkleys crazy ringtone totally free just reply go to this message right now,1
sir am waiting for your call,0
is you are lecture over,0
tell them no need to investigate about me anywhere,0
shes good she was wondering if you will not say hi but shes smiling now so how are you coping with the long distance,0
you did not complete your gist oh,0
was wondering if it would be okay for you to call uncle john and let him know that things are not the same in nigeria as they here that ltgt dollars is 2years sent and that you know its strain but plan to pay back every dime he gives every dime so for me to expect anything from you is not practical something like that,0
